Times,Género,Nivel máximo de estudios,Alcaldía,Edad,¿Has escuchado alguna vez sobre la existencia de la violencia de género?,¿Consideras un problema la violencia de género?,¿Alguna ves has presenciado violencia de género?,¿Donde has presenciado violencia de género?,¿Cuáles crees que podrían ser formas de Violencia de género?,¿Por qué motivo crees que se dé la violencia de género?,¿Dentro de tu núcleo familiar has visto alguna vez violencia de género?,¿Qué te provoca esta encuesta?,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 14:08:10,Hombre,Secundaria,Otro,13,Sí,Sí,No,Ninguno,Todas las anteriores,Falta de educacion,Tal vez,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 14:10:01,Hombre,Universidad,Gustavo A. Madero,21,Sí,Sí,Sí,"En la escuela, En alguna institución (gobierno, salud, etc.)","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar","Falta de educacion, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo, Nivel socio económico",No,Indiferencia,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 14:10:09,Mujer,Secundaria,Otro,12,Sí,Sí,Sí,"En la escuela, En alguna institución (gobierno, salud, etc.)","Abuso verbal, Menospreciar, Humillar",Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 14:15:58,Mujer,Preparatoria,Otro,41,Sí,Tal vez,Sí,En la familia,Todas las anteriores,"Falta de educacion, Costumbre familiar, Apariencia física",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 14:20:14,Hombre,Preparatoria,Otro,40,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 14:39:53,Mujer,Preparatoria,Gustavo A. Madero,19,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 14:51:50,Hombre,Preparatoria,Gustavo A. Madero,20,Sí,Sí,Sí,En la calle,Todas las anteriores,"Falta de educacion, Costumbre familiar",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 15:10:04,Mujer,Preparatoria,Otro,20,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 15:16:07,Mujer,Preparatoria,Coyoacán,18,Sí,Sí,Sí,"En la familia, En la escuela","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo, Nivel socio económico",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 16:28:20,Mujer,Preparatoria,Miguel Hidalgo,21,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 16:39:04,Mujer,Preparatoria,Otro,19,Sí,Sí,Sí,"En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Negligencia por parte de las autoridades, Falta de difusión",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 18:46:50,Mujer,Universidad,Gustavo A. Madero,19,Sí,Sí,Sí,En la escuela,Todas las anteriores,"Falta de educacion, Costumbre familiar, Falta de cultura",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 19:52:14,Hombre,Preparatoria,Gustavo A. Madero,21,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Tal vez,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 19:59:10,Hombre,Preparatoria,Gustavo A. Madero,20,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.), Todas las anteriores","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Micro agresiones, Todas las anteriores","Falta de educacion, Religión, Costumbre familiar",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 20:03:41,Mujer,Universidad,Iztapalapa,36,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 20:09:02,Mujer,Universidad,Iztapalapa,45,Sí,Sí,Sí,Todas las anteriores,"Abuso verbal, Acosar",Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 20:13:23,Hombre,Universidad,Azcapotzalco,38,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.), Todas las anteriores",Todas las anteriores,"Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo, Nivel socio económico, Falta de difusión",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 20:28:29,Mujer,Universidad,Azcapotzalco,38,Sí,Sí,Sí,"En la familia, En el trabajo",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 20:31:02,Mujer,Universidad,Otro,30,Sí,Sí,Sí,"En el trabajo, En la escuela",Todas las anteriores,"Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Falta de difusión",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 20:36:59,Hombre,Preparatoria,Gustavo A. Madero,20,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,"Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Falta de difusión",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 20:38:58,Mujer,Universidad,Gustavo A. Madero,19,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 20:40:19,Hombre,Preparatoria,Cuauhtémoc,18,Sí,Sí,No,Ninguno,Todas las anteriores,"Falta de educacion, Costumbre familiar, Apariencia física, Nivel educativo",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 20:40:53,Mujer,Preparatoria,Iztapalapa,34,Sí,Sí,Tal vez,En la escuela,Todas las anteriores,Todas las anteriores,Tal vez,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 20:41:37,Hombre,Preparatoria,Gustavo A. Madero,27,Sí,Sí,No,Ninguno,Agredir psicológicamente,Negligencia por parte de las autoridades,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 20:43:40,Hombre,Universidad,Gustavo A. Madero,19,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,"Falta de educacion, Religión, Falta de cultura, Nivel educativo, Nivel socio económico",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 20:45:17,Hombre,Universidad,Iztapalapa,25,Sí,Sí,No,Todas las anteriores,"Abuso verbal, Golpear, empujar, Menospreciar, Humillar, Acosar, Abuso sexual","Falta de educacion, Falta de cultura, Negligencia por parte de las autoridades",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 20:46:52,Mujer,Universidad,Iztacalco,30,Sí,Sí,Sí,"En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 21:00:47,Hombre,Universidad,Iztacalco,25,Sí,Sí,Tal vez,"En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Falta de educacion, Negligencia por parte de las autoridades",Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 21:04:36,Mujer,Universidad,Iztapalapa,21,Sí,No,No,Ninguno,"Agredir psicológicamente, Humillar, Micro agresiones","Falta de cultura, Nivel educativo",No,Nada,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 21:06:29,Mujer,Preparatoria,Iztapalapa,20,Sí,Sí,Sí,Todas las anteriores,"Abuso verbal, Acosar, Abuso sexual",Falta de educacion,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 21:08:20,Mujer,Preparatoria,Gustavo A. Madero,21,Sí,Sí,Sí,"En la familia, En el trabajo, Todas las anteriores","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Negligencia por parte de las autoridades",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 21:08:38,Mujer,Maestría,Iztapalapa,31,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 21:09:49,Hombre,Universidad,Benito Juárez,33,Sí,Sí,Sí,"En el trabajo, En la escuela","Golpear, empujar, Agredir psicológicamente, Humillar, Abuso sexual","Falta de educacion, Religión, Costumbre familiar",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 21:18:44,Mujer,Universidad,Otro,30,Sí,Sí,Sí,Todas las anteriores,Agredir psicológicamente,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 21:44:43,Mujer,Universidad,Iztapalapa,21,Sí,Sí,Sí,Calle,Todas las anteriores,Todas las anteriores,Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 21:47:45,Mujer,Universidad,Otro,35,Sí,Sí,Tal vez,"En alguna institución (gobierno, salud, etc.)","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de cultura, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 21:55:13,Hombre,Universidad,Benito Juárez,38,Sí,Sí,Sí,"En la familia, En el trabajo, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 22:11:43,Hombre,Universidad,Iztapalapa,31,Sí,Sí,Sí,En el trabajo,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 22:26:08,Mujer,Universidad,Otro,30,Sí,Sí,Sí,En la familia,Todas las anteriores,"Falta de educacion, Costumbre familiar, Falta de cultura",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 22:29:27,Hombre,Universidad,Azcapotzalco,35,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, Vía pública, iglesia.","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores, Feminicidio, hostigamiento laboral...","Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Falta de difusión, Falta de conscientizacion, porque vivimos en el patriarcado, falta de empatía.",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 22:35:56,Mujer,Universidad,Otro,30,Sí,Sí,Sí,En la escuela,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 22:46:38,Hombre,Universidad,Iztapalapa,23,Sí,Sí,Sí,Todas las anteriores,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Acosar","Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo, Nivel socio económico",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 23:02:42,Mujer,Universidad,Gustavo A. Madero,19,Sí,Sí,No,Ninguno,Todas las anteriores,"Falta de educacion, Negligencia por parte de las autoridades",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 23:35:00,Mujer,Universidad,Benito Juárez,31,Sí,Sí,Sí,"En la familia, Amigos/amigas",Todas las anteriores,"Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Nivel educativo, Nivel socio económico",Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2021 23:44:51,Hombre,Preparatoria,Gustavo A. Madero,18,Sí,Sí,Sí,"En la familia, En la escuela, En alguna institución (gobierno, salud, etc.)","Abuso verbal, Agredir psicológicamente, Menospreciar, Acosar, Micro agresiones",Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 0:32:17,Hombre,Universidad,Cuauhtémoc,36,Sí,Tal vez,Sí,"En alguna institución (gobierno, salud, etc.)","Agredir psicológicamente, Menospreciar, Acosar, Micro agresiones","Costumbre familiar, Falta de cultura, Falta de difusión",Tal vez,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 8:58:20,Mujer,Universidad,Otro,31,Sí,Sí,Sí,"En la familia, En el trabajo, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 9:24:17,Mujer,Universidad,Coyoacán,30,Sí,Sí,Sí,"En la familia, En el trabajo",Todas las anteriores,"Falta de educacion, Costumbre familiar",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 13:07:45,Hombre,Universidad,Otro,35,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.), Todas las anteriores, En las vialidades","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Todas las anteriores","Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física, Nivel socio económico",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 13:42:22,Mujer,Maestría,Otro,31,Sí,Sí,Sí,Calle,Todas las anteriores,Todas las anteriores,Sí,Indiferencia,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 14:44:47,Hombre,Universidad,Tláhuac,28,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 14:47:56,Hombre,Preparatoria,Gustavo A. Madero,23,Sí,Sí,Sí,En el trabajo,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 15:11:37,Mujer,Preparatoria,Álvaro Obregón,18,Sí,Sí,Sí,"En la familia, En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 16:19:57,Hombre,Secundaria,Otro,17,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, En la calle","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual","Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades, Apariencia física, Nivel socio económico",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 16:24:39,Hombre,Preparatoria,Gustavo A. Madero,45,Sí,Sí,Sí,"En la familia, En el trabajo","Abuso verbal, Golpear, empujar","Falta de educacion, Falta de cultura",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 18:07:55,Mujer,Preparatoria,Otro,40,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 18:18:47,Mujer,Doctorado,Otro,55,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Indignacion,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 18:23:28,Hombre,Preparatoria,Otro,22,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,"Falta de educacion, Religión, Costumbre familiar, Nivel educativo",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 18:26:40,Hombre,Universidad,Otro,57,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Por una cuestión ideológica,Sí,"Curiosidad. ¿Por qué últimamente se le ha puesto tanta atnción a la violencia de género, cuando ésta ha existido siempre?. Además considero que no ha aumentado como se dice en la introducción, lo que pasa es que ahora muchas agresiones que antes eran comunes, ahora ya son catalogadas como violencia de género",,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 18:40:07,Mujer,Universidad,Benito Juárez,33,Sí,Sí,Sí,"En la familia, En el trabajo, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Falta de educacion, Falta de cultura",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 18:40:18,Mujer,Maestría,Benito Juárez,37,Sí,Sí,Sí,"En la familia, En el trabajo",Todas las anteriores,Educación familiar y cultura machista,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 18:47:28,Hombre,Preparatoria,Venustiano Carranza,44,Sí,Sí,Sí,En el trabajo,Todas las anteriores,Falta de educacion,Tal vez,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 21:15:51,Mujer,Universidad,Otro,54,Sí,Sí,Sí,En el espacio público,Todas las anteriores,Es multifactorial... sistémica,No,Reflexión,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 22:31:10,Mujer,Preparatoria,Álvaro Obregón,25,Sí,Sí,Sí,En el trabajo,"Abuso verbal, Agredir psicológicamente","Costumbre familiar, Falta de cultura",No,Interés ,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2021 23:27:27,Mujer,Preparatoria,Xochimilco,20,Sí,Sí,No,"En alguna institución (gobierno, salud, etc.)","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Abuso sexual","Falta de educacion, Falta de cultura, Negligencia por parte de las autoridades, Nivel educativo",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2021 3:27:13,Hombre,Preparatoria,Gustavo A. Madero,24,Sí,Sí,No,Ninguno,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades, Apariencia física, Nivel educativo, Nivel socio económico, Falta de difusión, Todas las anteriores",No,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2021 21:17:02,Mujer,Universidad,Otro,29,Sí,Sí,Sí,En el trabajo,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2021 10:42:21,Hombre,Preparatoria,Gustavo A. Madero,19,Sí,Sí,Sí,En la calle ,Todas las anteriores,Falta de educacion,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2021 10:42:50,Hombre,Preparatoria,Gustavo A. Madero,21,Sí,Sí,Tal vez,"En la familia, En la escuela",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2021 10:45:59,Mujer,Preparatoria,Gustavo A. Madero,19,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Tal vez,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2021 10:47:40,Mujer,Preparatoria,Gustavo A. Madero,23,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela",Todas las anteriores,"Falta de educacion, Religión, Costumbre familiar, Negligencia por parte de las autoridades, Apariencia física",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2021 10:50:47,Mujer,Universidad,Gustavo A. Madero,20,Sí,Sí,Sí,"En la familia, En la escuela, En la calle. ",Todas las anteriores,"Falta de educacion, Negligencia por parte de las autoridades, Falta de difusión",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2021 10:58:00,Hombre,Preparatoria,Gustavo A. Madero,19,Sí,Sí,No,"En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Falta de educacion, Falta de cultura",No,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2021 11:22:51,Hombre,Preparatoria,Gustavo A. Madero,19,Sí,Sí,Tal vez,En la escuela,Todas las anteriores,Todas las anteriores,No,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2021 11:23:38,Hombre,Preparatoria,Coyoacán,19,Sí,Tal vez,Tal vez,"En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.)","Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Costumbre familiar, Negligencia por parte de las autoridades",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2021 13:07:20,Hombre,Universidad,Gustavo A. Madero,20,Sí,Sí,No,Ninguno,Todas las anteriores,"Falta de educacion, Religión, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2021 13:08:05,Mujer,Universidad,Gustavo A. Madero,19,Sí,Sí,Sí,En la escuela,Todas las anteriores,"Falta de educacion, Falta de cultura, Negligencia por parte de las autoridades, Falta de difusión",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2021 13:15:31,Hombre,Preparatoria,Otro,17,Sí,Sí,Sí,En la escuela,Todas las anteriores,Todas las anteriores,No,Decepción ,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2021 14:45:58,Mujer,Preparatoria,Venustiano Carranza,40,Sí,Sí,Sí,En la familia,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2021 18:58:41,Hombre,Preparatoria,Gustavo A. Madero,20,Sí,Sí,Sí,"En el trabajo, En la escuela",Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2021 8:21:02,Hombre,Preparatoria,Gustavo A. Madero,19,Sí,Sí,No,"En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Falta de educacion, Falta de cultura",No,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 0:23:03,Mujer,Universidad,Venustiano Carranza,40,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 0:33:48,Mujer,Secundaria,Iztacalco,44,Sí,Sí,Sí,Todas las anteriores,"Agredir psicológicamente, Todas las anteriores","Falta de educacion, Costumbre familiar",Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 0:36:54,Mujer,Universidad,Venustiano Carranza,31,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 0:42:45,Mujer,Universidad,Otro,40,Sí,Sí,Sí,"En la familia, En la escuela",Todas las anteriores,Costumbre familiar,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 0:46:26,Hombre,Universidad,Benito Juárez,23,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 0:49:34,Mujer,Universidad,Venustiano Carranza,36,Sí,Sí,Sí,En la calle,Todas las anteriores,"Falta de educacion, Costumbre familiar, Falta de cultura, Negligencia por parte de las autoridades",Sí,Indiferencia,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 0:49:35,Hombre,Universidad,Benito Juárez,26,Sí,Sí,Sí,"En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,"Costumbre familiar, Nivel educativo, Nivel socio económico",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 0:49:45,Mujer,Maestría,Iztacalco,48,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 0:50:16,Mujer,Universidad,Otro,39,Sí,Sí,Sí,En mi colonia,Todas las anteriores,Todas las anteriores,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 0:50:36,Mujer,Universidad,Venustiano Carranza,28,Sí,Sí,Sí,Transporte público ,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 0:54:52,Mujer,Preparatoria,Venustiano Carranza,39,Sí,Sí,Sí,"En el trabajo, En la escuela","Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual","Falta de educacion, Costumbre familiar, Falta de cultura, Apariencia física, Nivel educativo, Nivel socio económico",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 0:57:47,Mujer,Preparatoria,Iztapalapa,19,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,"Falta de educacion, Religión, Negligencia por parte de las autoridades",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 1:06:53,Mujer,Maestría,Iztapalapa,43,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,"Religión, Costumbre familiar, Negligencia por parte de las autoridades",Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 1:07:24,Mujer,Universidad,Otro,31,Sí,Sí,Sí,Yo lo viví ,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 1:08:08,Mujer,Preparatoria,Gustavo A. Madero,39,Sí,Sí,Sí,En la familia,Agredir psicológicamente,Negligencia por parte de las autoridades,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 1:08:30,Mujer,Preparatoria,Iztapalapa,48,Sí,Sí,Sí,En el trabajo,Agredir psicológicamente,Falta de educacion,No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 1:10:14,Mujer,Universidad,Coyoacán,39,Sí,Sí,Sí,Todas las anteriores,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores",Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 1:10:59,Mujer,Universidad,Iztapalapa,30,Sí,Sí,Sí,"En la familia, En el trabajo, En la escuela, En alguna institución (gobierno, salud, etc.)",Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 1:18:00,Mujer,Universidad,Gustavo A. Madero,21,Sí,Sí,Sí,Todas las anteriores,Todas las anteriores,Todas las anteriores,Sí,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 1:18:15,Mujer,Universidad,Otro,36,Sí,Tal vez,No,Ninguno,Todas las anteriores,"Falta de educacion, Costumbre familiar",No,Me importa,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2021 1:19:55,Mujer,Preparatoria,Otro,23,Sí,Sí,Sí,En la familia,"Abuso verbal, Golpear, empujar, Agredir psicológicamente, Menospreciar, Humillar, Acosar, Abuso sexual, Micro agresiones, Todas las anteriores","Falta de educacion, Religión, Costumbre familiar, Falta de cultura",Sí,Molestia,,,,,,,,,,,,,,,,,,,,,,,,,
